Location_ID,Latitude,Longitude,Traffic_Density,Pedestrian_Count,Vehicle_Count,Public_Transport,Average_Speed,Commercial_Score,Residential_Score,Green_Space,Morning_Activity,Afternoon_Activity,Evening_Activity,Night_Activity,True_Zone,Cluster
645,17.35505,78.329278,21,193,131,19,45,21,80,60,47,87,89,22,Residential,3
646,17.436541,78.48768,33,168,213,28,44,15,90,60,82,59,59,30,Residential,3
647,17.35444,78.475929,45,257,209,28,39,13,85,53,43,65,86,57,Residential,3
648,17.549132,78.525826,76,119,818,22,35,35,17,15,46,65,95,31,Industrial,4
649,17.371003,78.493135,28,122,146,22,54,11,81,55,48,67,52,44,Residential,3
650,17.282355,78.328675,27,158,140,25,31,15,87,65,67,76,80,10,Residential,3
651,17.384233,78.560304,89,59,830,23,30,31,22,5,55,74,41,20,Industrial,4
652,17.305004,78.220939,39,113,153,17,39,27,98,47,67,47,70,12,Residential,3
653,17.459382,78.35184,73,1000,541,48,28,100,21,9,71,50,59,44,Commercial,0
654,17.462472,78.352895,22,303,151,19,26,35,45,100,59,43,50,22,Recreational,1
655,17.378277,78.21974,82,903,655,55,25,89,22,11,67,58,63,28,Commercial,0
656,17.316147,78.552894,35,365,59,18,27,28,30,93,87,59,54,41,Recreational,1
657,17.456506,78.365458,69,500,311,35,21,56,50,37,42,51,59,25,Mixed,2
658,17.344873,78.464188,100,648,706,51,20,91,24,6,67,62,53,39,Commercial,0
659,17.414643,78.573929,24,345,113,10,28,31,40,99,63,58,41,31,Recreational,1
660,17.233352,78.571403,71,912,742,34,27,95,25,17,54,40,61,12,Commercial,0
661,17.356799,78.347481,34,204,181,12,39,26,86,54,40,66,96,36,Residential,3
662,17.522362,78.31187,84,142,770,12,39,24,21,18,59,76,42,18,Industrial,4
663,17.583837,78.517065,42,122,243,18,42,28,99,56,77,75,40,27,Residential,3
664,17.454453,78.381686,54,549,309,23,20,63,43,48,80,49,75,29,Mixed,2
665,17.458419,78.260244,71,111,593,21,40,24,29,13,51,60,64,20,Industrial,4
666,17.571948,78.393519,72,715,751,46,33,80,26,13,47,44,44,50,Commercial,0
667,17.511406,78.252406,35,132,229,23,43,10,95,54,65,86,83,25,Residential,3
668,17.229771,78.401477,67,83,885,20,34,22,26,12,67,62,43,23,Industrial,4
669,17.319072,78.213179,73,983,462,30,36,96,16,11,71,54,52,69,Commercial,0
670,17.217268,78.32384,63,260,386,34,29,48,66,57,48,67,40,26,Mixed,2
671,17.276484,78.325096,69,459,493,26,36,45,47,41,53,83,94,19,Mixed,2
672,17.515071,78.324415,28,109,109,25,36,14,82,57,82,54,60,61,Residential,3
673,17.228184,78.311257,76,961,780,57,32,87,21,10,63,65,69,42,Commercial,0
674,17.494502,78.5097,30,170,189,17,35,16,89,50,84,48,70,16,Residential,3
675,17.447125,78.507989,60,70,819,24,44,21,12,19,71,45,84,30,Industrial,4
676,17.432387,78.491956,97,822,517,31,34,93,28,15,54,45,91,18,Commercial,0
677,17.554733,78.351339,37,191,224,28,38,30,85,53,67,63,52,52,Residential,3
678,17.592579,78.253899,85,132,779,19,37,33,27,16,75,81,68,26,Industrial,4
679,17.56581,78.245221,88,117,829,18,27,34,11,13,64,88,45,35,Industrial,4
680,17.493724,78.454376,41,100,202,12,52,13,88,44,54,47,77,59,Residential,3
681,17.548864,78.228503,25,177,182,14,52,16,98,70,78,63,73,66,Residential,3
682,17.252626,78.320911,73,882,602,34,36,99,16,15,86,54,85,22,Commercial,0
683,17.313875,78.555043,23,533,53,5,28,37,40,95,72,68,78,69,Recreational,1
684,17.218824,78.467419,17,569,192,6,28,35,36,83,89,63,66,46,Recreational,1
685,17.220203,78.217552,20,219,103,10,40,27,93,61,50,49,98,26,Residential,3
686,17.2317,78.276596,52,514,338,30,25,40,61,35,52,61,95,40,Mixed,2
687,17.320582,78.237823,39,227,221,14,33,11,86,49,87,49,89,26,Residential,3
688,17.57107,78.579932,70,838,688,35,32,80,14,19,80,69,96,58,Commercial,0
689,17.339621,78.58649,81,668,615,35,20,80,19,14,42,88,58,69,Commercial,0
690,17.319028,78.515716,93,744,765,33,36,96,21,16,59,89,42,52,Commercial,0
691,17.377094,78.579566,24,145,114,10,45,20,99,45,63,55,69,43,Residential,3
692,17.275354,78.222499,31,388,110,19,33,29,41,93,70,71,71,50,Recreational,1
693,17.531878,78.339921,53,329,334,23,39,62,64,60,50,87,59,45,Mixed,2
694,17.205407,78.264868,82,930,626,38,25,100,20,20,66,76,85,58,Commercial,0
695,17.356034,78.277819,65,477,346,36,32,65,61,52,67,40,83,45,Mixed,2
696,17.319335,78.30521,68,386,388,35,35,66,41,39,83,47,82,51,Mixed,2
697,17.431907,78.447574,89,62,774,16,33,38,22,10,79,61,57,32,Industrial,4
698,17.525045,78.251432,83,679,410,30,26,95,23,19,53,67,92,52,Commercial,0
699,17.467845,78.588267,25,206,148,18,47,26,91,62,44,82,75,68,Residential,3
700,17.319545,78.277194,86,689,710,42,31,80,30,7,60,57,82,61,Commercial,0
701,17.465494,78.466314,27,168,167,29,48,30,83,54,56,83,42,19,Residential,3
702,17.21407,78.564729,20,134,163,21,30,12,82,44,58,68,64,42,Residential,3
703,17.278044,78.557045,23,113,249,25,32,30,88,62,43,60,76,52,Residential,3
704,17.346911,78.565526,22,137,187,20,38,24,82,40,58,85,88,31,Residential,3
705,17.4051,78.3593,30,354,100,10,21,20,30,84,45,70,55,40,Recreational,1
706,17.398529,78.361459,59,387,273,28,32,42,66,47,73,88,67,28,Mixed,2
707,17.285091,78.441434,71,847,468,53,22,86,22,17,62,69,99,27,Commercial,0
708,17.516956,78.290096,74,712,524,37,34,99,13,6,44,72,96,14,Commercial,0
709,17.584641,78.507857,73,638,453,55,20,80,17,8,55,60,84,64,Commercial,0
710,17.583645,78.572436,49,130,141,21,30,19,88,42,65,48,81,60,Residential,3
711,17.259453,78.382463,42,475,441,28,32,41,46,45,60,58,64,56,Mixed,2
712,17.595687,78.266732,46,321,497,24,28,64,64,30,41,58,85,29,Mixed,2
713,17.452235,78.37984,97,688,595,59,39,82,28,6,65,75,47,26,Commercial,0
714,17.357035,78.336809,96,772,403,51,33,82,14,20,46,72,70,64,Commercial,0
715,17.203342,78.26744,75,787,741,31,38,99,29,12,53,72,49,25,Commercial,0
716,17.248064,78.413822,87,92,835,20,44,20,25,7,60,61,48,18,Industrial,4
717,17.557905,78.247023,82,607,607,47,20,80,21,10,80,44,98,25,Commercial,0
718,17.328072,78.468102,81,110,635,12,29,27,28,6,89,70,72,56,Industrial,4
719,17.570512,78.584653,76,933,634,50,35,85,25,8,68,55,51,26,Commercial,0
720,17.258227,78.362444,47,433,460,31,28,42,42,30,61,89,95,53,Mixed,2
721,17.56882,78.241811,46,349,372,36,43,41,53,32,44,53,42,32,Mixed,2
722,17.247955,78.393409,62,303,337,32,35,48,41,52,76,61,56,32,Mixed,2
723,17.467754,78.390797,16,477,172,10,25,32,37,80,56,51,43,62,Recreational,1
724,17.457121,78.47712,89,56,715,24,29,24,26,18,48,45,64,28,Industrial,4
725,17.499726,78.585876,54,326,487,32,34,53,47,40,57,75,65,19,Mixed,2
726,17.308914,78.267759,40,380,266,26,23,42,54,37,42,68,69,48,Mixed,2
727,17.365772,78.475814,20,595,123,16,33,22,33,90,54,72,80,52,Recreational,1
728,17.336086,78.20261,15,383,126,5,19,24,43,93,79,43,78,61,Recreational,1
729,17.257832,78.478103,90,144,508,14,37,33,23,10,49,87,70,46,Industrial,4
730,17.571334,78.221915,32,288,176,28,47,28,80,47,71,61,87,38,Residential,3
731,17.549842,78.425547,76,104,606,21,32,23,20,12,48,65,41,25,Industrial,4
732,17.385356,78.439772,46,246,127,17,43,25,91,44,65,70,95,60,Residential,3
733,17.298882,78.49935,89,788,465,39,20,83,21,13,75,80,67,47,Commercial,0
734,17.485329,78.463769,98,617,469,47,39,95,24,20,47,52,94,52,Commercial,0
735,17.210297,78.336419,87,887,454,48,32,94,10,17,87,44,97,44,Commercial,0
736,17.395686,78.336774,72,62,637,11,30,27,13,13,83,86,79,16,Industrial,4
737,17.574741,78.26581,68,270,456,38,20,43,49,32,66,80,74,37,Mixed,2
738,17.487784,78.541827,15,443,73,9,23,29,42,94,51,44,76,40,Recreational,1
739,17.452414,78.581295,17,530,164,16,32,20,34,81,72,78,82,52,Recreational,1
740,17.280188,78.365386,26,170,205,12,41,12,90,68,83,43,64,57,Residential,3
741,17.385876,78.528294,20,490,50,7,19,36,43,88,74,52,74,52,Recreational,1
742,17.534621,78.40492,81,65,645,16,37,23,18,18,81,80,46,24,Industrial,4
743,17.450903,78.32655,41,483,382,32,27,48,50,40,70,55,81,65,Mixed,2
744,17.55683,78.414209,24,445,117,19,23,26,47,87,82,46,80,49,Recreational,1
745,17.241864,78.529059,57,253,443,25,25,65,50,55,56,63,67,44,Mixed,2
746,17.539507,78.482423,77,150,867,23,40,36,18,15,74,84,93,44,Industrial,4
747,17.217864,78.323824,81,998,420,49,22,89,10,7,58,62,52,53,Commercial,0
748,17.200939,78.29792,92,814,491,44,35,90,15,15,42,54,40,16,Commercial,0
749,17.325644,78.453386,65,484,443,25,20,46,51,60,71,59,94,60,Mixed,2
750,17.599289,78.555537,46,210,241,13,34,22,94,45,72,58,52,38,Residential,3
751,17.465401,78.338292,41,204,244,26,53,21,92,69,83,85,49,64,Residential,3
752,17.599897,78.297626,66,75,866,17,30,22,15,19,55,41,70,37,Industrial,4
753,17.406499,78.2615,34,427,142,16,19,38,34,98,69,42,98,67,Recreational,1
754,17.393124,78.329228,78,896,761,42,34,84,12,15,66,47,71,29,Commercial,0
755,17.309264,78.283808,42,310,463,28,41,60,51,40,41,89,80,11,Mixed,2
756,17.215884,78.535763,32,511,155,15,31,39,45,99,84,41,63,40,Recreational,1
757,17.299942,78.334584,31,440,177,11,22,21,35,89,83,60,81,19,Recreational,1
758,17.341391,78.456884,48,204,151,28,43,11,84,59,47,46,45,20,Residential,3
759,17.591894,78.30731,44,290,120,23,32,27,94,45,49,66,51,16,Residential,3
760,17.584107,78.477268,45,114,132,14,44,12,80,47,51,58,64,66,Residential,3
761,17.373385,78.358691,67,250,335,23,24,64,61,57,78,62,43,61,Mixed,2
762,17.486174,78.22767,44,354,265,26,36,55,56,49,62,73,50,43,Mixed,2
763,17.511072,78.495521,91,785,753,57,34,89,24,14,68,62,98,26,Commercial,0
764,17.292137,78.424403,85,891,447,48,20,85,19,20,43,61,52,25,Commercial,0
765,17.218966,78.520469,30,187,102,29,39,10,99,50,65,51,53,34,Residential,3
766,17.312185,78.492441,38,156,165,27,43,25,90,49,56,85,61,13,Residential,3
767,17.304922,78.535555,33,411,67,11,25,26,38,83,64,71,69,54,Recreational,1
768,17.361659,78.550149,33,503,51,10,19,24,49,84,43,48,68,31,Recreational,1
769,17.46888,78.278704,49,310,465,25,36,44,65,35,86,64,98,60,Mixed,2
770,17.513316,78.585114,75,81,875,12,44,22,19,6,75,45,82,55,Industrial,4
771,17.277918,78.526413,44,194,212,18,46,24,86,61,70,58,74,38,Residential,3
772,17.547319,78.317886,45,203,246,15,30,17,80,58,82,60,63,34,Residential,3
773,17.357996,78.334003,78,142,872,19,36,20,16,5,49,70,99,15,Industrial,4
774,17.508415,78.374092,36,217,179,20,35,12,80,57,76,52,49,46,Residential,3
775,17.492642,78.346799,100,816,433,36,29,99,16,12,55,76,68,69,Commercial,0
776,17.420527,78.343817,35,221,111,19,51,11,86,52,74,54,40,35,Residential,3
777,17.481095,78.517081,74,135,750,15,44,34,30,11,68,71,71,62,Industrial,4
778,17.436349,78.565282,32,526,130,6,32,21,42,94,44,42,76,46,Recreational,1
779,17.526751,78.20558,32,543,97,12,31,27,36,87,70,51,87,40,Recreational,1
780,17.265418,78.21346,34,532,120,8,28,30,36,89,68,48,75,57,Recreational,1
781,17.518739,78.251027,78,836,752,31,32,88,16,20,58,78,45,59,Commercial,0
782,17.40835,78.534554,65,547,212,31,40,49,59,47,75,67,63,14,Mixed,2
783,17.249879,78.434483,22,224,153,11,47,18,92,46,81,48,61,56,Residential,3
784,17.319469,78.546776,78,129,614,12,34,37,22,14,57,42,97,69,Industrial,4
785,17.469009,78.481704,85,112,846,13,31,27,18,18,76,69,92,28,Industrial,4
786,17.267996,78.334135,43,289,261,25,24,53,60,42,81,89,43,17,Mixed,2
787,17.524465,78.21313,64,467,306,35,31,52,66,45,65,72,70,57,Mixed,2
788,17.312772,78.412344,31,152,241,25,40,29,88,49,56,51,45,28,Residential,3
789,17.460321,78.587145,84,113,523,18,40,39,25,10,76,60,43,43,Industrial,4
790,17.268304,78.290735,83,670,613,48,20,99,24,6,74,89,69,43,Commercial,0
791,17.396606,78.590211,66,121,742,11,37,32,28,11,51,88,69,40,Industrial,4
792,17.225814,78.431065,64,428,437,26,32,45,63,48,58,75,90,18,Mixed,2
793,17.532999,78.540311,88,73,803,24,29,40,19,11,84,65,53,48,Industrial,4
794,17.582097,78.55509,60,267,237,20,23,58,51,44,74,62,66,69,Mixed,2
795,17.594343,78.323453,75,90,630,14,44,33,24,10,75,79,90,68,Industrial,4
796,17.36557,78.308023,82,854,410,50,27,87,23,17,42,75,66,29,Commercial,0
797,17.296784,78.311386,52,354,480,29,31,53,40,43,53,47,87,23,Mixed,2
798,17.584874,78.560594,100,842,454,42,28,94,12,12,72,55,47,38,Commercial,0
799,17.2223,78.220962,91,869,586,50,26,94,25,7,45,72,83,27,Commercial,0
800,17.244164,78.367805,88,143,717,15,25,40,16,19,68,61,84,22,Industrial,4
801,17.559447,78.576454,27,471,150,11,22,24,38,93,51,75,91,49,Recreational,1
802,17.443489,78.570795,60,83,567,17,25,26,10,13,42,83,90,24,Industrial,4
803,17.380835,78.542877,66,436,461,36,40,67,61,53,56,60,90,59,Mixed,2
804,17.464544,78.243117,51,297,256,37,22,59,54,34,52,51,94,30,Mixed,2
805,17.430787,78.26087,35,107,103,17,54,16,94,60,74,88,82,50,Residential,3
806,17.437933,78.334132,28,352,133,6,26,20,49,84,77,69,63,52,Recreational,1
807,17.425205,78.342649,29,520,192,17,27,30,46,100,54,53,81,53,Recreational,1
808,17.379264,78.309765,23,351,112,13,34,30,40,86,81,43,44,14,Recreational,1
809,17.463731,78.317585,91,987,654,31,33,82,27,9,45,82,92,27,Commercial,0
810,17.468299,78.538942,32,382,180,13,18,36,46,81,80,80,44,24,Recreational,1
811,17.361085,78.200542,65,53,843,24,37,32,20,9,40,48,56,63,Industrial,4
812,17.261926,78.347857,70,531,478,29,27,51,64,51,54,80,95,66,Mixed,2
813,17.457611,78.24089,60,378,457,38,33,47,45,41,65,66,68,24,Mixed,2
814,17.296034,78.557839,25,519,52,7,32,39,31,86,47,58,93,56,Recreational,1
815,17.351457,78.367252,53,540,306,22,38,49,66,44,50,86,65,68,Mixed,2
816,17.584291,78.39982,27,397,169,9,30,26,30,91,60,50,83,60,Recreational,1
817,17.203279,78.559526,21,124,231,29,52,25,89,52,41,74,58,15,Residential,3
818,17.404976,78.418361,67,127,509,12,30,34,27,18,58,67,65,19,Industrial,4
819,17.594886,78.55267,66,104,530,19,43,36,28,9,62,59,52,22,Industrial,4
820,17.516281,78.204759,91,905,427,48,23,84,16,6,72,83,81,49,Commercial,0
821,17.531351,78.329191,24,389,116,11,26,27,49,91,74,56,67,50,Recreational,1
822,17.486888,78.533173,70,813,507,34,32,94,20,12,76,73,83,69,Commercial,0
823,17.490668,78.577041,69,68,532,21,29,35,13,5,63,60,41,40,Industrial,4
824,17.356437,78.231993,26,420,188,17,22,29,37,99,47,48,46,23,Recreational,1
825,17.249429,78.240411,60,360,490,33,34,41,68,48,51,75,42,14,Mixed,2
826,17.207844,78.468547,31,291,177,19,32,13,85,63,64,61,87,48,Residential,3
827,17.301888,78.305298,34,534,199,9,15,24,42,100,85,48,56,56,Recreational,1
828,17.327809,78.265422,20,443,139,9,23,33,37,93,83,81,69,61,Recreational,1
829,17.403689,78.451022,58,528,316,29,22,70,60,32,71,44,55,26,Mixed,2
830,17.303306,78.392314,34,411,169,6,34,34,47,80,68,68,58,53,Recreational,1
831,17.281228,78.360781,41,209,187,29,51,23,84,48,79,73,99,25,Residential,3
832,17.38384,78.294725,73,127,671,10,25,31,29,9,86,75,46,41,Industrial,4
833,17.577426,78.216752,35,131,144,15,53,10,100,58,51,66,77,27,Residential,3
834,17.207617,78.492982,60,353,444,36,28,59,52,31,75,69,64,11,Mixed,2
835,17.392735,78.249738,69,67,753,18,34,24,26,10,52,56,48,33,Industrial,4
836,17.3672,78.426223,58,469,432,26,27,53,61,57,85,50,53,30,Mixed,2
837,17.349427,78.28572,68,424,313,24,26,50,65,56,50,86,81,56,Mixed,2
838,17.324389,78.239866,82,961,744,30,20,94,25,16,77,45,83,34,Commercial,0
839,17.41089,78.330023,16,394,105,16,21,39,38,88,47,53,72,32,Recreational,1
840,17.244633,78.259099,32,225,231,29,47,28,95,66,53,69,68,17,Residential,3
841,17.44155,78.493993,21,154,203,23,35,19,87,69,70,56,64,41,Residential,3
842,17.538962,78.34276,30,388,144,15,19,35,35,90,88,62,53,15,Recreational,1
843,17.355707,78.325348,71,62,855,16,26,25,15,20,89,79,47,17,Industrial,4
844,17.359426,78.268052,17,321,136,12,27,38,34,92,67,59,72,25,Recreational,1
845,17.276813,78.455337,26,265,136,13,31,19,84,57,81,62,93,69,Residential,3
846,17.419796,78.471368,85,102,588,22,41,40,18,11,87,77,61,52,Industrial,4
847,17.333127,78.501949,91,948,419,30,28,91,13,16,61,52,46,17,Commercial,0
848,17.383463,78.456928,93,807,473,40,31,93,28,16,71,89,92,26,Commercial,0
849,17.300319,78.475881,43,521,308,36,27,52,59,55,71,76,89,24,Mixed,2
850,17.220911,78.301383,25,116,119,18,34,10,85,63,53,56,96,28,Residential,3
851,17.322231,78.407056,65,108,505,10,38,22,19,7,58,67,62,13,Industrial,4
852,17.53331,78.381708,71,795,647,35,26,95,16,6,65,65,93,28,Commercial,0
853,17.302733,78.382451,57,495,280,32,31,49,40,59,47,60,61,27,Mixed,2
854,17.326003,78.43022,81,75,849,21,28,21,17,14,87,82,89,63,Industrial,4
855,17.271208,78.529872,90,951,757,52,33,82,16,19,63,67,55,25,Commercial,0
856,17.409303,78.218046,51,514,489,36,24,50,61,48,63,46,73,57,Mixed,2
857,17.359616,78.591966,94,740,742,35,32,97,12,5,86,84,44,66,Commercial,0
858,17.380436,78.564352,80,73,627,21,42,40,19,12,79,86,60,34,Industrial,4
859,17.519871,78.373121,16,419,119,16,17,26,39,85,55,41,63,26,Recreational,1
860,17.425005,78.360852,82,915,646,47,31,86,24,7,87,40,66,57,Commercial,0
861,17.487671,78.433997,67,104,607,24,26,36,16,17,71,40,77,22,Industrial,4
862,17.510643,78.420889,43,154,247,26,46,13,84,67,62,85,91,19,Residential,3
863,17.453174,78.367948,42,147,128,27,37,19,89,44,49,89,60,33,Residential,3
864,17.456342,78.324159,74,724,657,31,26,96,19,16,73,81,59,42,Commercial,0
865,17.347425,78.584005,49,296,460,36,24,41,48,35,57,53,58,23,Mixed,2
866,17.44873,78.440544,49,356,264,32,40,43,46,43,44,63,67,52,Mixed,2
867,17.383793,78.596712,65,385,202,20,28,70,48,51,65,56,95,43,Mixed,2
868,17.237315,78.495511,44,506,288,34,23,43,70,49,49,67,96,15,Mixed,2
869,17.230434,78.400448,30,473,123,19,29,26,33,93,87,53,42,58,Recreational,1
870,17.327261,78.380569,62,125,824,19,33,20,22,20,74,71,50,57,Industrial,4
871,17.408331,78.379347,51,439,395,20,32,63,43,51,82,58,82,21,Mixed,2
872,17.207552,78.240212,68,74,861,12,27,39,25,7,81,63,82,49,Industrial,4
873,17.30744,78.413754,35,535,163,17,17,34,50,93,57,70,99,55,Recreational,1
874,17.509943,78.251883,67,109,623,16,39,34,28,14,59,77,58,36,Industrial,4
875,17.258407,78.315671,54,508,465,34,43,55,56,48,50,87,44,14,Mixed,2
876,17.416475,78.209487,27,168,234,25,52,23,84,63,80,43,75,57,Residential,3
877,17.361644,78.2886,43,287,439,35,29,48,43,58,53,43,83,65,Mixed,2
878,17.577371,78.239398,52,423,454,37,20,60,55,44,44,45,77,12,Mixed,2
879,17.30748,78.33904,15,458,198,15,22,24,31,91,61,56,46,52,Recreational,1
880,17.446487,78.399549,60,74,797,13,35,36,17,15,84,66,91,27,Industrial,4
881,17.336267,78.350845,57,468,317,36,35,45,58,36,89,53,77,49,Mixed,2
882,17.469601,78.416603,80,946,684,54,24,84,30,10,41,45,85,52,Commercial,0
883,17.291364,78.528884,78,730,617,45,30,83,10,13,55,87,50,35,Commercial,0
884,17.3677,78.277598,47,152,172,21,51,17,96,49,66,78,58,34,Residential,3
885,17.511194,78.397212,33,365,191,9,24,35,36,87,81,86,79,22,Recreational,1
886,17.550639,78.564994,25,409,149,19,31,38,38,86,40,46,65,16,Recreational,1
887,17.474771,78.317601,72,59,741,16,29,26,26,8,63,62,87,28,Industrial,4
888,17.480685,78.221057,31,437,143,18,31,40,33,100,62,77,51,34,Recreational,1
889,17.203258,78.285223,79,734,428,45,32,82,11,20,69,77,45,54,Commercial,0
890,17.529155,78.275548,50,131,148,22,54,30,100,67,87,59,73,14,Residential,3
891,17.241793,78.295006,94,653,608,45,32,84,29,20,87,87,85,15,Commercial,0
892,17.258549,78.275572,27,343,154,14,32,40,43,99,75,47,79,31,Recreational,1
893,17.378641,78.383058,24,330,70,15,31,20,47,89,65,60,75,10,Recreational,1
894,17.2484,78.267481,78,629,514,42,23,84,22,11,55,61,76,17,Commercial,0
895,17.264079,78.203114,20,406,182,11,33,20,38,97,84,86,42,33,Recreational,1
896,17.48417,78.267733,81,136,866,10,38,26,29,20,79,75,59,33,Industrial,4
897,17.592166,78.418183,19,594,151,6,25,26,50,87,76,57,93,57,Recreational,1
898,17.297187,78.456924,20,201,200,21,40,22,95,70,57,56,56,20,Residential,3
899,17.55633,78.237785,36,289,215,19,42,21,94,46,66,65,67,22,Residential,3
900,17.453697,78.509791,64,306,489,39,32,68,42,40,87,72,90,20,Mixed,2
901,17.581779,78.24627,88,132,663,16,36,37,14,11,61,65,81,21,Industrial,4
902,17.514517,78.552689,86,67,785,23,26,24,10,14,59,69,81,14,Industrial,4
903,17.240958,78.224602,22,458,61,9,26,20,33,87,40,54,89,10,Recreational,1
904,17.257806,78.253576,30,449,155,6,29,36,39,82,60,55,45,12,Recreational,1
905,17.490745,78.483145,45,159,187,13,51,17,92,49,41,79,45,57,Residential,3
906,17.396089,78.343316,40,161,237,20,42,21,88,43,78,63,93,43,Residential,3
907,17.540107,78.482548,23,150,151,16,37,26,92,63,67,82,66,10,Residential,3
908,17.438142,78.548882,44,123,138,24,48,25,92,44,42,71,74,28,Residential,3
909,17.520324,78.567303,63,94,774,14,26,34,11,15,84,62,49,12,Industrial,4
910,17.36654,78.533193,38,267,123,26,37,19,81,51,62,45,41,30,Residential,3
911,17.40778,78.425076,46,470,252,24,42,40,47,41,85,87,49,24,Mixed,2
912,17.247222,78.22251,40,138,165,15,50,18,89,43,42,80,63,31,Residential,3
913,17.2275,78.402958,15,392,132,10,27,38,42,100,75,41,86,53,Recreational,1
914,17.31421,78.319217,50,122,240,26,33,23,99,67,52,42,65,35,Residential,3
915,17.420807,78.292377,60,139,740,12,38,22,22,19,89,53,60,35,Industrial,4
916,17.586336,78.576654,33,534,50,12,29,20,36,100,50,66,53,31,Recreational,1
917,17.286034,78.308744,43,160,117,18,46,15,87,65,52,89,76,15,Residential,3
918,17.334728,78.42188,25,599,63,17,24,37,45,84,47,85,44,67,Recreational,1
919,17.441845,78.474547,25,243,159,13,41,20,82,70,83,76,45,28,Residential,3
920,17.463752,78.339664,48,504,325,27,25,43,51,41,70,64,92,25,Mixed,2
921,17.307796,78.297086,48,448,364,37,23,41,42,55,83,42,43,47,Mixed,2
922,17.285823,78.453622,86,871,408,54,28,88,21,11,80,54,41,20,Commercial,0
923,17.415009,78.598064,59,321,312,30,21,64,60,56,58,46,70,27,Mixed,2
924,17.208005,78.301142,67,458,308,37,39,48,43,50,66,47,71,10,Mixed,2
925,17.513953,78.280004,41,281,244,28,39,45,67,30,44,74,75,10,Mixed,2
926,17.245242,78.531309,32,516,74,14,17,26,39,92,43,89,82,66,Recreational,1
927,17.500509,78.471407,69,86,714,16,36,22,13,14,75,54,71,38,Industrial,4
928,17.265027,78.598207,88,100,517,19,36,35,10,20,41,54,78,37,Industrial,4
929,17.596638,78.317616,43,487,468,20,35,62,48,51,71,55,90,24,Mixed,2
930,17.411025,78.494361,70,325,280,28,42,58,64,47,67,46,48,31,Mixed,2
931,17.59133,78.491354,53,379,326,32,42,45,44,34,72,80,45,61,Mixed,2
932,17.431912,78.268743,53,286,207,26,32,52,47,40,67,57,96,28,Mixed,2
933,17.574459,78.221962,27,514,74,16,25,20,31,96,79,73,77,31,Recreational,1
934,17.499311,78.517624,65,280,262,35,42,55,68,41,53,57,66,37,Mixed,2
935,17.423354,78.56694,65,470,481,28,32,68,43,38,86,53,90,21,Mixed,2
936,17.380598,78.575387,85,106,809,13,40,39,26,20,77,47,58,39,Industrial,4
937,17.293722,78.431575,31,551,64,6,30,32,50,96,79,72,96,67,Recreational,1
938,17.321404,78.243443,34,100,140,25,33,21,80,40,78,57,62,69,Residential,3
939,17.464535,78.315741,82,679,438,45,32,93,26,16,68,71,95,33,Commercial,0
940,17.518862,78.37714,43,431,233,37,21,64,54,59,65,86,65,29,Mixed,2
941,17.200074,78.344973,85,123,796,13,43,32,27,5,66,45,49,11,Industrial,4
942,17.274498,78.394138,52,363,274,29,30,66,41,44,78,80,76,16,Mixed,2
943,17.423293,78.32992,61,536,218,23,43,59,46,57,78,56,58,63,Mixed,2
944,17.374186,78.300099,72,949,544,39,34,85,26,5,53,63,96,59,Commercial,0
945,17.503795,78.55443,32,336,63,15,33,33,38,85,56,58,83,13,Recreational,1
946,17.211408,78.563722,31,566,80,15,20,40,50,93,69,49,65,36,Recreational,1
947,17.337915,78.557459,46,243,204,22,52,21,96,66,41,84,72,35,Residential,3
948,17.505637,78.447741,89,885,636,37,25,96,21,5,42,85,65,40,Commercial,0
949,17.404813,78.254768,42,288,419,38,23,64,55,42,59,44,94,46,Mixed,2
950,17.259254,78.461532,32,225,153,11,48,26,84,64,57,89,47,36,Residential,3
951,17.251602,78.409252,27,319,115,7,29,38,42,84,45,53,43,31,Recreational,1
952,17.506772,78.366447,46,106,230,24,30,11,89,55,64,54,63,24,Residential,3
953,17.531165,78.35313,87,875,770,59,36,95,17,11,71,83,48,36,Commercial,0
954,17.335102,78.481213,50,116,148,13,46,27,99,62,73,47,52,32,Residential,3
955,17.396847,78.237697,23,462,116,6,15,33,46,92,58,69,62,24,Recreational,1
956,17.258197,78.534932,87,855,676,37,21,80,25,11,61,82,86,22,Commercial,0
957,17.530954,78.47146,97,919,470,47,28,83,18,8,83,43,96,39,Commercial,0
958,17.543181,78.356551,32,281,235,14,41,22,99,53,71,89,66,65,Residential,3
959,17.292716,78.56056,26,114,152,15,45,29,87,67,60,55,99,63,Residential,3
960,17.384734,78.208477,72,907,539,48,35,96,29,19,40,41,47,31,Commercial,0
961,17.491037,78.471727,78,797,493,44,38,100,24,6,46,50,79,47,Commercial,0
962,17.254493,78.45216,31,116,234,17,36,13,82,58,86,75,70,34,Residential,3
963,17.293678,78.408507,73,841,407,49,35,100,20,8,60,66,58,32,Commercial,0
964,17.391239,78.402091,67,100,861,14,44,28,17,15,55,78,86,33,Industrial,4
965,17.236498,78.471578,75,902,471,36,21,92,15,17,76,59,72,38,Commercial,0
966,17.351852,78.353118,64,142,672,17,26,28,26,15,89,84,40,53,Industrial,4
967,17.345983,78.309484,74,148,889,21,37,31,28,17,57,40,64,36,Industrial,4
968,17.479611,78.301165,25,335,196,10,23,39,39,84,66,52,80,11,Recreational,1
